event_id,thread_id,event_time,tool,operation,path_or_artifact_id,command_sha256,verification_status,notes
chg-00100,019e3914-25b3-71a0-a21e-f6784d19bc84,2026-05-18T03:30:12.592Z,apply_patch,add-file,docs/GGCP10_HARVAREA_BRANCH.md,3f577a86822b7d2205408888640a2a09b7d7e05ac4337ee9262c23c187240ece,verified-current,aggregation=thread+operation; candidates=55; distinct_paths=49; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00101,019e3914-25b3-71a0-a21e-f6784d19bc84,2026-05-18T03:30:12.592Z,apply_patch,plan-write,quality_reports/plans/2026-05-18_ggcp10_fullfamily_feishu_report.md,dbd0997c7ed1d4434b5f5c128bc45f01a3c808e8c2e654f312acb364603d869b,verified-current,aggregation=thread+operation; candidates=5; distinct_paths=3; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00102,019e3914-25b3-71a0-a21e-f6784d19bc84,2026-05-18T03:30:12.592Z,apply_patch,update-file,docs/DATA_SOURCES.md,176bcc82bbc11477d4d2d69d51048adf786f91e9e63c229f8c40ba8bac8ce090,observed-unverified,aggregation=thread+operation; candidates=54; distinct_paths=32; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00103,019e3914-25b3-71a0-a21e-f6784d19bc84,2026-05-18T10:11:40.047Z,shell_command,analysis-run,scripts/R/ggcp10_mediation_extensions_make_figures.R,21257f7d38335b9b0c25fa77060d959ec5771e6c0c33cf9a66d0dc03ed00aa7c,verified-current,aggregation=thread+operation; candidates=14; distinct_paths=9; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00104,019e3914-25b3-71a0-a21e-f6784d19bc84,2026-05-18T10:45:58.100Z,shell_command,file-write-command,scripts/python.exe,73b30d846b8308e77da4af0cde0f9b7d809a16e612ed894f24e621487f09d0fe,historical-path-missing,aggregation=thread+operation; candidates=18; distinct_paths=18; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00105,019e3914-25b3-71a0-a21e-f6784d19bc84,2026-05-18T14:39:43.523Z,apply_patch,delete-observed,scripts/python/ggcp10_fullfamily_feishu_report.py,2e1f08427cb6b14cb0d86f8535b2276d5c3201eb7cc909aca00828d832944351,verified-current,aggregation=thread+operation; candidates=2; distinct_paths=2; representative=current-path-first; omitted=additional calls/paths; raw omitted; historical-only; no deletion performed
chg-00106,019e8232-1440-7883-a5b0-886929fa2ae2,2026-06-01T08:13:10.311Z,shell_command,file-write-command,project-worktree,25c23eb44f316148a380ef2e24bc45c915f8c7f776dfc2dc1f2f843508ddfcef,verified-session,aggregation=thread+operation; candidates=2; distinct_paths=1; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00107,019e8232-1440-7883-a5b0-886929fa2ae2,2026-06-01T08:13:59.241Z,apply_patch,add-file,external-artifact,4ebe652a5e6ba852460b86268c8846c8b4b6743771a6af1cfb5f2ca7fa93a103,verified-session,aggregation=thread+operation; candidates=1; distinct_paths=1; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00108,019e3914-25b3-71a0-a21e-f6784d19bc84,2026-06-02T10:44:02.940Z,apply_patch,handoff-write,quality_reports/handoffs/2026-06-02_ggcp10_mediation_extensions_handoff.md,a941487dcee7f7872bf9972488dd936c30311360f8f108a920fa7c0241fa0617,verified-current,aggregation=thread+operation; candidates=1; distinct_paths=1; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00109,019e884d-0a81-7b71-b40f-61dd29272dbc,2026-06-02T13:48:14.685Z,apply_patch,add-file,quality_reports/2026-06-03_equation_coefficient_completion_inventory.md,c9329987cec524dd3ed68cd6b48629baac7291acf6c57af0303c845c4b2f4db4,verified-current,aggregation=thread+operation; candidates=34; distinct_paths=33; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00110,019e884d-0a81-7b71-b40f-61dd29272dbc,2026-06-02T13:48:41.363Z,apply_patch,update-file,output/figures/f4_b067_v2/figure_captions.md,3d01e24b6bf70cde22bd2bad3f73e6201e4cd12bb50996705d708dbbf91362a5,verified-current,aggregation=thread+operation; candidates=41; distinct_paths=19; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00111,019e884d-0a81-7b71-b40f-61dd29272dbc,2026-06-02T14:08:02.469Z,shell_command,analysis-run,scripts/python/bio_window_filter_128.py,267913a1bcf89995e84d0387d93a61aa89e40b408a2d43e3465f7d518f4fadd2,verified-current,aggregation=thread+operation; candidates=26; distinct_paths=21; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00112,019e884d-0a81-7b71-b40f-61dd29272dbc,2026-06-02T14:23:17.335Z,shell_command,file-write-command,output/figures,c5d1c4f8aacd5e469411bfdef950e01a349fd14f136cb67d8467002b7d205656,verified-current,aggregation=thread+operation; candidates=39; distinct_paths=16; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00113,019e884d-0a81-7b71-b40f-61dd29272dbc,2026-06-03T12:34:57.616Z,apply_patch,plan-write,quality_reports/plans/2026-06-03_single_hazard_grouped_windows_plan.md,e5441e2895a7cedd1061f0f88f197b505a2f2ae89c7be4af86b24707a62ac6b0,verified-current,aggregation=thread+operation; candidates=5; distinct_paths=5; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00114,019e884d-0a81-7b71-b40f-61dd29272dbc,2026-06-04T05:44:57.478Z,apply_patch,delete-observed,scripts/R/plot_f4_b067_coefficient_figures.R,7d6fe9630e75929007d5daef5e04cf931e5e8bc463534d5611be55f7c57d6491,verified-current,aggregation=thread+operation; candidates=1; distinct_paths=1; representative=current-path-first; omitted=additional calls/paths; raw omitted; historical-only; no deletion performed
chg-00115,019eb245-b21e-7d10-8cdf-0034d66c5472,2026-06-10T16:03:28.266Z,shell_command,analysis-run,scripts/env/g185_ml_env.ps1,b2b99487109eeddd6a70c2f323561a0c418193af36a882ea95ae8e4e0301ba07,verified-current,aggregation=thread+operation; candidates=88; distinct_paths=14; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00116,019eb245-b21e-7d10-8cdf-0034d66c5472,2026-06-10T16:10:07.487Z,apply_patch,plan-write,quality_reports/plans/2026-06-11_candidate_storylines_from_zotero_plan.md,c341928bb9d95adb6b5b402a14532ffbaaaaba5e7ed391e8994cadd4d8d7c492,verified-current,aggregation=thread+operation; candidates=31; distinct_paths=22; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00117,019eb245-b21e-7d10-8cdf-0034d66c5472,2026-06-10T16:22:50.172Z,apply_patch,add-file,quality_reports/2026-06-11_candidate_storylines_from_zotero.md,79b52f7dcb4cf4cba8027317725251949363297d19c986bbc4410d22bcc9820a,verified-current,aggregation=thread+operation; candidates=40; distinct_paths=40; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00118,019eb27a-8167-7f12-b75b-756c65bce6ba,2026-06-10T17:09:05.573Z,apply_patch,plan-write,quality_reports/plans/2026-06-11_ars_codex_project_setup.md,623756ac315d55917a7c7fb0af64a2d4f7d5bdd82593aca1c36c6f54562b58c2,verified-current,aggregation=thread+operation; candidates=1; distinct_paths=1; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00119,019eb27a-8167-7f12-b75b-756c65bce6ba,2026-06-10T17:09:25.990Z,shell_command,analysis-run,scripts/install-skill-from-github.py,60deed3fbeb6f77b2839202ee0584958856c18ba857b70ea514490c5178e4c41,historical-path-missing,aggregation=thread+operation; candidates=1; distinct_paths=1; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00120,019eb245-b21e-7d10-8cdf-0034d66c5472,2026-06-10T17:46:31.144Z,apply_patch,update-file,AGENTS.md,f90278c6c798961126823459977132c3c191dbe695d695f4085b6a5b39fc639c,verified-current,aggregation=thread+operation; candidates=52; distinct_paths=20; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00121,019eb245-b21e-7d10-8cdf-0034d66c5472,2026-06-11T07:50:33.379Z,shell_command,file-write-command,README.md,4062c08366d7878a6c2a2d0783ba90e406aeb547a1f92efcabffe94f04ecede0,verified-current,aggregation=thread+operation; candidates=30; distinct_paths=22; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00122,019ec602-f8f9-7650-ac8a-21695b4e377b,2026-06-14T12:06:49.618Z,apply_patch,add-file,output/apps/sr_research_dashboard_demo/index.html,7149407d87c4ec2dab8863b045c42eec59565e6af755d0428bf7eebbe63b6309,verified-current,aggregation=thread+operation; candidates=4; distinct_paths=4; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00123,019ec602-f8f9-7650-ac8a-21695b4e377b,2026-06-14T12:06:49.618Z,apply_patch,plan-write,quality_reports/plans/2026-06-14_feishu_doc_base_examples_plan.md,55ed0ef292564d367a83872ad88aa37bdde238b5cda9d1b2e5b12ef404b7f84e,verified-current,aggregation=thread+operation; candidates=2; distinct_paths=2; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00124,019ec602-f8f9-7650-ac8a-21695b4e377b,2026-06-14T12:16:53.191Z,apply_patch,update-file,output/feishu_examples/sr_research_overview.xml,66321433002b20a07b575252665d8842a8026890647e0515476c458b28d21d38,verified-current,aggregation=thread+operation; candidates=1; distinct_paths=1; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00125,019ed98d-c46b-7ac0-a29c-92684069e4e7,2026-06-18T07:10:58.979Z,shell_command,analysis-run,scripts/zotero.py,2a49fa7cb79ea026c53c77f9998568e20ff7ce2395a70e55463c55c7341b9065,historical-path-missing,aggregation=thread+operation; candidates=15; distinct_paths=1; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00126,019ed98d-c46b-7ac0-a29c-92684069e4e7,2026-06-18T07:11:48.866Z,apply_patch,plan-write,quality_reports/plans/2026-06-18_zotero_literature_reclassification_plan.md,18e72673513813ca7a434ac38ee2acd6d77b9f525286ae9789db146b2badb327,verified-current,aggregation=thread+operation; candidates=1; distinct_paths=1; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00127,019ed98d-c46b-7ac0-a29c-92684069e4e7,2026-06-18T07:21:12.156Z,shell_command,file-write-command,quality_reports/literature/2026-06-18_candidate_verification.json,1b186c1fe3c68c6437ac75ddf4f250ea48455aa1b1a48686d661787cc5194490,verified-current,aggregation=thread+operation; candidates=4; distinct_paths=4; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00128,019ed98d-c46b-7ac0-a29c-92684069e4e7,2026-06-18T07:24:57.031Z,apply_patch,add-file,quality_reports/literature/2026-06-18_zotero_direct_write_completion.md,619b705f84b8411900d544ed381bff23a50f5f118c3c4d26acd3324805f6133e,verified-current,aggregation=thread+operation; candidates=1; distinct_paths=1; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00129,019edfe8-7738-71b2-a9eb-11daad0104d2,2026-06-19T12:44:13.725Z,shell_command,analysis-run,scripts/build_fallback_urls.py,3d93177dd217a26d2441d3fa28eb0ccad1a7606a49271082e5af9ad0615c45c5,historical-path-missing,aggregation=thread+operation; candidates=6; distinct_paths=2; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00130,019ee0c7-d2b1-7151-b884-ea0a1f7fdffd,2026-06-19T16:48:29.818Z,shell_command,analysis-run,scripts/zotero.py,cee66bcdeca0e4457101af7cae631834bf4baa798c332ef5625363e16c1ad193,historical-path-missing,aggregation=thread+operation; candidates=6; distinct_paths=1; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00131,019ee0d2-67dc-7882-93f2-8d2a0b8b88c5,2026-06-19T16:59:55.261Z,shell_command,analysis-run,scripts/zotero.py,2a49fa7cb79ea026c53c77f9998568e20ff7ce2395a70e55463c55c7341b9065,historical-path-missing,aggregation=thread+operation; candidates=3; distinct_paths=1; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00132,019ee0d2-6412-7ed0-88ef-ae7200eb6028,2026-06-19T17:00:10.856Z,shell_command,analysis-run,scripts/zotero.py,f03b15e0aaa99cc55c865e92562c24eb39ef03da89522be106bcfe2b8d35f141,historical-path-missing,aggregation=thread+operation; candidates=1; distinct_paths=1; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00133,019ee0d2-656a-7a02-90f1-0b2f5216c78e,2026-06-19T17:00:14.744Z,shell_command,analysis-run,scripts/zotero.py,2a49fa7cb79ea026c53c77f9998568e20ff7ce2395a70e55463c55c7341b9065,historical-path-missing,aggregation=thread+operation; candidates=9; distinct_paths=1; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00134,019ee0d2-64c6-73c2-86f9-b994a44cb79a,2026-06-19T17:00:20.221Z,shell_command,analysis-run,scripts/zotero.py,2a49fa7cb79ea026c53c77f9998568e20ff7ce2395a70e55463c55c7341b9065,historical-path-missing,aggregation=thread+operation; candidates=1; distinct_paths=1; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00135,019ee20f-cb16-7af2-a99f-87c8e8fc5275,2026-06-19T22:46:39.683Z,apply_patch,plan-write,quality_reports/plans/2026-06-20_method_comparison_and_zotero_import_plan.md,a1fbd6ee0b41de3edd0059e6bf66987306373c97df4ae923a4126dfb5f93540d,verified-current,aggregation=thread+operation; candidates=3; distinct_paths=3; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00136,019ee20f-cb16-7af2-a99f-87c8e8fc5275,2026-06-19T22:46:49.644Z,shell_command,analysis-run,scripts/install-skill-from-github.py,d95c5f9d7637ce86a215ee0fbf12bbb6749ffd398b873cfcc1dfe016371b9db3,historical-path-missing,aggregation=thread+operation; candidates=51; distinct_paths=2; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00137,019ee20f-cb16-7af2-a99f-87c8e8fc5275,2026-06-19T22:50:25.595Z,apply_patch,add-file,quality_reports/agent_runs/2026-06-20_high_impact_journal_method_supplement.md,00283c0b038561555341c3236bf93faf4c31d2e7c9c4bac3ec7eb03674b63c6a,verified-current,aggregation=thread+operation; candidates=5; distinct_paths=5; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00138,019ee20f-cb16-7af2-a99f-87c8e8fc5275,2026-06-19T23:26:02.500Z,shell_command,file-write-command,project-worktree,71e331c0898e7aaa21111b59b2a94e1193be3666e48042815fa963ffa0f714d8,verified-session,aggregation=thread+operation; candidates=2; distinct_paths=1; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00139,019ee20f-cb16-7af2-a99f-87c8e8fc5275,2026-06-19T23:28:11.784Z,apply_patch,update-file,quality_reports/agent_runs/2026-06-20_method_comparison_original_vs_new.md,9129cf7d6bbf18b05edcb8cc7702e3f60cff0f2b87de64bc334fbbee93d96dfa,verified-current,aggregation=thread+operation; candidates=3; distinct_paths=3; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00140,019ee3ae-01ed-7171-a5f0-535a3b57ac20,2026-06-20T06:27:47.441Z,apply_patch,add-file,scripts/python/build_g185_nature_style_html.py,ef3a04ab4dcfe01ec03ba5e09b547ad09c640c9f6525c6c7de48acb5a416212f,verified-current,aggregation=thread+operation; candidates=1; distinct_paths=1; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00141,019ee3ae-01ed-7171-a5f0-535a3b57ac20,2026-06-20T06:27:47.441Z,apply_patch,plan-write,quality_reports/plans/2026-06-20_g185_nature_style_html_plan.md,ef3a04ab4dcfe01ec03ba5e09b547ad09c640c9f6525c6c7de48acb5a416212f,verified-current,aggregation=thread+operation; candidates=1; distinct_paths=1; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00142,019ee3ae-01ed-7171-a5f0-535a3b57ac20,2026-06-20T06:28:02.355Z,shell_command,analysis-run,scripts/python/build_g185_nature_style_html.py,5e86d0eef4b31179309a7bf62c42bce93679b3d0dc2cd9a24443e05fc53f06be,verified-current,aggregation=thread+operation; candidates=13; distinct_paths=2; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00143,019ee3ae-01ed-7171-a5f0-535a3b57ac20,2026-06-20T06:28:56.594Z,apply_patch,update-file,scripts/python/build_g185_nature_style_html.py,cbe1433f47ae89d69bb28525ccd7e54c5859a468ec6cfdaec1ea14875739287b,verified-current,aggregation=thread+operation; candidates=1; distinct_paths=1; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00144,019eb245-b21e-7d10-8cdf-0034d66c5472,2026-06-20T18:37:46.920Z,apply_patch,handoff-write,quality_reports/handoffs/2026-06-21_g185_method_upgrade_report_handoff.md,f90278c6c798961126823459977132c3c191dbe695d695f4085b6a5b39fc639c,verified-current,aggregation=thread+operation; candidates=2; distinct_paths=1; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00145,019ee65b-340f-7293-a148-7bf9fedd66c0,2026-06-20T18:47:46.664Z,shell_command,analysis-run,scripts/data_analytics_preflight.py,44ebd260da9fdac5e5337231e5a3b2a686098d0555ff4e0f0b67e3086475a560,historical-path-missing,aggregation=thread+operation; candidates=3; distinct_paths=1; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00146,019ee65b-340f-7293-a148-7bf9fedd66c0,2026-06-20T18:51:22.631Z,apply_patch,plan-write,quality_reports/plans/2026-06-21_g185_response_surface_v3_execution_plan.md,d6cfbeafd2cb80c1f7b85aefbb5549a67013246b1e1a89cd7d019bd2487efa79,verified-current,aggregation=thread+operation; candidates=6; distinct_paths=5; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00147,019ee65b-340f-7293-a148-7bf9fedd66c0,2026-06-20T18:52:05.420Z,apply_patch,add-file,quality_reports/agent_runs/2026-06-24_g185_old_story_plot_data_bundle/README.md,d41c4c5f1f58fce6762759b92c9690ad5e6511337ffa5368457d6eabb1632157,verified-current,aggregation=thread+operation; candidates=18; distinct_paths=18; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00148,019ee65b-340f-7293-a148-7bf9fedd66c0,2026-06-20T19:00:48.371Z,apply_patch,update-file,scripts/python/export_g185_region_specific_irrigation_boundary.py,f3e6e09db3c2e2e49b65262d98af811830f8094112d70bead719d3461f6176e7,verified-current,aggregation=thread+operation; candidates=8; distinct_paths=5; representative=current-path-first; omitted=additional calls/paths; raw omitted
chg-00149,019ee65b-340f-7293-a148-7bf9fedd66c0,2026-06-24T08:34:32.221Z,shell_command,file-write-command,quality_reports/agent_runs/2026-06-20_g185_draft_bootstrap_v1,07c291c5560b26c1e68741dd89080f444693fbb7cf3c734adcee62632881b0d0,failed-session,aggregation=thread+operation; candidates=9; distinct_paths=9; representative=current-path-first; omitted=additional calls/paths; raw omitted
