thread_id,parent_thread_id,source_type,started_at,ended_at,scope_reason,canonical_ids,decision_summary,evidence_level,raw_committed
019ebcc8-03d8-7fe3-9329-dab27f7dcddf,,user,2026-06-12T17:01:25.337Z,2026-06-12T17:11:25.745Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019ec4f1-6c11-7252-b5de-fabe6563fbba,,user,2026-06-14T07:03:36.722Z,2026-06-14T12:02:15.183Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019ec602-f8f9-7650-ac8a-21695b4e377b,,user,2026-06-14T12:02:24.122Z,2026-06-14T12:17:54.782Z,included:exact-project-cwd,area-ggcp10-harvarea;mechanism-v4smstate;scale-b067-g195;scale-g049,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ec6c9-7802-7953-9711-33183c3dfae0,,user,2026-06-14T15:39:17.785Z,2026-06-14T16:05:24.924Z,included:project-tool-operation,,Git/GitHub 管理、仓库结构或版本治理任务。,two-source-supported,false
019ecfcd-82d3-7f42-90c2-faf09525eefe,,user,2026-06-16T09:40:13.853Z,2026-06-16T09:40:27.313Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019ed590-0ee3-7433-8498-39f71a53f946,,user,2026-06-17T12:30:48.548Z,2026-06-18T07:04:15.710Z,included:explicit-user-reference,area-ggcp10-harvarea,GGCP10 harvested-area 数据构建、基线套件或样本审计。,two-source-supported,false
019ed590-d668-7be3-a610-5cecb46ceee5,019ed590-0ee3-7433-8498-39f71a53f946,subagent,2026-06-17T12:31:39.625Z,2026-06-17T12:34:40.438Z,included:linked-subagent,scale-b067-g195,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ed590-d8d5-7713-a242-970755a9b31f,019ed590-0ee3-7433-8498-39f71a53f946,subagent,2026-06-17T12:31:40.247Z,2026-06-17T12:34:44.421Z,included:project-tool-operation,,Git/GitHub 管理、仓库结构或版本治理任务。,two-source-supported,false
019ed590-db98-7db0-8f86-e0b717876b36,019ed590-0ee3-7433-8498-39f71a53f946,subagent,2026-06-17T12:31:40.953Z,2026-06-17T12:33:01.183Z,included:linked-subagent,area-ggcp10-harvarea,GGCP10 harvested-area 数据构建、基线套件或样本审计。,two-source-supported,false
019ed98d-c46b-7ac0-a29c-92684069e4e7,,user,2026-06-18T07:06:47.276Z,2026-06-18T07:25:11.046Z,included:exact-project-cwd,area-ggcp10-harvarea;mechanism-v4smstate,GGCP10 harvested-area 数据构建、基线套件或样本审计。,two-source-supported,false
019ed9bf-6e97-7c01-a976-60970c225f8c,,user,2026-06-18T08:01:02.105Z,2026-06-18T08:07:22.660Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019edfe8-7738-71b2-a9eb-11daad0104d2,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T12:43:34.585Z,2026-06-19T12:48:39.354Z,included:exact-project-cwd,area-ggcp10-harvarea,GGCP10 harvested-area 数据构建、基线套件或样本审计。,two-source-supported,false
019edfe8-7888-7c90-9d27-11bc9dfc85b4,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T12:43:34.920Z,2026-06-19T12:48:50.695Z,included:exact-project-cwd,area-ggcp10-harvarea;scale-b067-g195;scale-g057;scale-g185;scale-search-region-first,列示版本的项目任务或核验记录；仅保留脱敏关联，未将晚于该对话日期的版本节点回填为历史证据。,two-source-supported,false
019edfe8-7a0c-7161-ba49-3eb94df051f6,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T12:43:35.309Z,2026-06-19T12:49:15.934Z,included:exact-project-cwd,analysis-ggcp10-baseline-suite;area-ggcp10-aggregated;area-ggcp10-harvarea;data-v1;scale-b067-g195;scale-g057;scale-g185;scale-search-region-first,列示版本的项目任务或核验记录；仅保留脱敏关联，未将晚于该对话日期的版本节点回填为历史证据。,two-source-supported,false
019edfe8-7bd3-7c82-80c7-cc16dfd1ea92,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T12:43:35.764Z,2026-06-19T12:47:51.838Z,included:exact-project-cwd,area-ggcp10-harvarea;scale-b067-g195;scale-g049;scale-g057;scale-g185;scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee019-e031-76f2-8885-2004ba9dce4f,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T13:37:32.722Z,2026-06-19T13:42:12.695Z,included:exact-project-cwd,scale-b067-g195;scale-g049;scale-g057;scale-g185;scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee019-e0cd-7313-891f-470d3d9f404e,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T13:37:32.878Z,2026-06-19T13:42:02.521Z,included:exact-project-cwd,area-ggcp10-harvarea;scale-b067-g195;scale-g057;scale-g185,列示版本的项目任务或核验记录；仅保留脱敏关联，未将晚于该对话日期的版本节点回填为历史证据。,two-source-supported,false
019ee019-e166-7fa2-836a-53f0c941e341,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T13:37:33.031Z,2026-06-19T13:41:32.777Z,included:exact-project-cwd,scale-b067-g195;scale-g049;scale-g057;scale-g185;scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee019-e2b9-7a60-81b8-388669a75ed3,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T13:37:33.370Z,2026-06-19T13:44:59.062Z,included:exact-project-cwd,area-ggcp10-harvarea;ggcp10-mediation-ext;scale-b067-g195;scale-g049;scale-g057;scale-g185;scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee0c7-8b6c-7a52-8b22-21c8eaa6263d,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T16:47:14.285Z,2026-06-19T16:50:34.178Z,included:exact-project-cwd,area-ggcp10-harvarea;scale-b067-g195;scale-g049;scale-g057;scale-g185;scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee0c7-b387-7ba0-8481-218de04aa4ac,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T16:47:24.552Z,2026-06-19T16:51:04.718Z,included:exact-project-cwd,area-ggcp10-harvarea;scale-b067-g195;scale-g057;scale-g185;scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee0c7-d2b1-7151-b884-ea0a1f7fdffd,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T16:47:32.529Z,2026-06-19T16:51:51.243Z,included:exact-project-cwd,scale-b067-g195;scale-g057;scale-g185;scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee0c7-fa99-7f20-9adc-7662e88541c5,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T16:47:42.746Z,2026-06-19T16:50:50.969Z,included:exact-project-cwd,area-ggcp10-harvarea;scale-b067-g195;scale-g049;scale-g057;scale-g185;scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee0d2-6412-7ed0-88ef-ae7200eb6028,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T16:59:05.107Z,2026-06-19T17:02:50.168Z,included:exact-project-cwd,scale-b067-g195;scale-g057;scale-g185;scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee0d2-64c6-73c2-86f9-b994a44cb79a,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T16:59:05.287Z,2026-06-19T17:02:52.064Z,included:exact-project-cwd,area-ggcp10-harvarea;scale-b067-g195;scale-g057;scale-g185;scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee0d2-656a-7a02-90f1-0b2f5216c78e,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T16:59:05.452Z,2026-06-19T17:06:57.133Z,included:exact-project-cwd,scale-b067-g195;scale-g057;scale-g185,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee0d2-6614-7f90-a784-5c92f936ed7c,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T16:59:05.621Z,2026-06-19T17:04:19.595Z,included:exact-project-cwd,area-ggcp10-harvarea;scale-b067-g195;scale-g057;scale-g185;scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee0d2-6712-7972-9a52-1ce197fe902b,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T16:59:05.875Z,2026-06-19T17:03:36.339Z,included:exact-project-cwd,scale-b067-g195;scale-g057;scale-g185,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee0d2-67dc-7882-93f2-8d2a0b8b88c5,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T16:59:06.078Z,2026-06-19T17:03:40.225Z,included:exact-project-cwd,area-ggcp10-harvarea;scale-b067-g195;scale-g057;scale-g185;scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee0d6-5a12-73d1-8188-e36ed2c732f4,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T17:03:24.691Z,2026-06-19T17:07:51.820Z,included:exact-project-cwd,scale-g049,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee0d6-5ac1-7923-b1d1-eba0374a12b0,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T17:03:24.866Z,2026-06-19T17:07:55.469Z,included:exact-project-cwd,area-ggcp10-harvarea;scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee0d9-fe1e-7571-a061-e7c3dde8f08e,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T17:07:23.296Z,2026-06-19T17:11:19.011Z,included:exact-project-cwd,,文献管理或研究检索支持；未形成分析版本节点。,two-source-supported,false
019ee0d9-fef8-7282-b3e6-eac61d98d682,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T17:07:23.513Z,2026-06-19T17:12:50.845Z,included:exact-project-cwd,,文献管理或研究检索支持；未形成分析版本节点。,two-source-supported,false
019ee0d9-ffc5-7022-b3e1-4ffab5b03345,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T17:07:23.718Z,2026-06-19T17:11:56.917Z,included:exact-project-cwd,scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee0da-00a3-7e80-9043-9de25da10e7f,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T17:07:23.940Z,2026-06-19T17:11:19.518Z,included:exact-project-cwd,area-ggcp10-harvarea,GGCP10 harvested-area 数据构建、基线套件或样本审计。,two-source-supported,false
019ee0df-55a5-70c3-8014-8c160af1b82c,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T17:13:13.381Z,2026-06-19T17:21:49.254Z,included:exact-project-cwd,area-ggcp10-harvarea;scale-b067-g195;scale-g049;scale-g057;scale-g185;scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee109-bb28-7d61-bea2-6a17a6c7437b,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T17:59:31.881Z,2026-06-19T18:04:33.641Z,included:exact-project-cwd,analysis-ggcp10-baseline-suite;area-ggcp10-aggregated;area-ggcp10-harvarea;data-v3-main;g185-draft-bootstrap-v1;scale-g057;scale-g185;scale-search-region-first,G185 draft-bootstrap 运行、结果整理或证据核验。,two-source-supported,false
019ee109-d730-72c3-aff7-2e0a7874273b,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T17:59:39.057Z,2026-06-19T18:04:39.526Z,included:exact-project-cwd,area-ggcp10-harvarea;scale-g185;scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee112-552c-7f51-bac7-b3b3f3699185,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T18:08:55.596Z,2026-06-19T18:24:11.983Z,included:exact-project-cwd,area-ggcp10-harvarea;g185-draft-bootstrap-v1;scale-b067-g195;scale-g049;scale-g057;scale-g185;scale-search-region-first,G185 draft-bootstrap 运行、结果整理或证据核验。,two-source-supported,false
019ee20f-cb16-7af2-a99f-87c8e8fc5275,,user,2026-06-19T22:45:46.391Z,2026-06-20T04:27:08.206Z,included:exact-project-cwd,area-ggcp10-harvarea;g185-draft-bootstrap-v1;g185-method-upgrade;scale-g057;scale-g185;scale-search-region-first,列示版本的项目任务或核验记录；仅保留脱敏关联，未将晚于该对话日期的版本节点回填为历史证据。,two-source-supported,false
019ee3ae-01ed-7171-a5f0-535a3b57ac20,,user,2026-06-20T06:18:12.334Z,2026-06-20T15:05:32.964Z,included:exact-project-cwd,area-ggcp10-harvarea;g185-draft-bootstrap-v1;g185-method-upgrade;scale-g057;scale-g185;scale-search-region-first,列示版本的项目任务或核验记录；仅保留脱敏关联，未将晚于该对话日期的版本节点回填为历史证据。,two-source-supported,false
019ee65b-340f-7293-a148-7bf9fedd66c0,,user,2026-06-20T18:46:37.328Z,2026-07-09T19:27:48.979Z,included:exact-project-cwd,analysis-ggcp10-baseline-suite;area-ggcp10-aggregated;area-ggcp10-harvarea;data-v1;data-v2;data-v2-analysis-ready;data-v3-main;g185-draft-bootstrap-v1;g185-method-upgrade;g185-old-method-corrected;g185-region-irrigation-boundary;g185-response-surface-v3;ggcp10-mediation-ext;mechanism-v4smstate;report-v4;report-v6.1;scale-g049;scale-g057;scale-g185;scale-search-region-first,G185 旧方法区域 IE/DE/TE 组件的更正、重绘或证据核验。,two-source-supported,false
019ee8f4-bd03-7af1-8978-940fd475d485,,user,2026-06-21T06:53:33.828Z,2026-06-21T10:48:23.288Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019ef49f-cf2e-7dc0-9a45-ea5317f67243,,user,2026-06-23T13:16:14.511Z,2026-06-23T13:22:39.884Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019f0977-50b1-7c42-a550-4e6353bfba51,,user,2026-06-27T14:24:02.226Z,2026-06-27T14:35:38.326Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019f0ce2-581a-72b1-a76f-3fba689bded6,,user,2026-06-28T06:19:48.124Z,2026-06-28T06:42:29.758Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019f31f3-ad5e-7da2-af5a-bb423e9f577d,,user,2026-07-05T11:04:41.055Z,2026-07-05T12:04:11.310Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019f3c1f-06c0-7bf2-838b-0d7784c0ccdd,,user,2026-07-07T10:28:14.145Z,2026-07-07T10:56:52.599Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019f3c44-995e-7970-912d-7967bec9becc,,user,2026-07-07T11:09:16.511Z,2026-07-07T13:34:35.594Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019f485b-9517-76d1-a1c7-61588e44cfe5,,user,2026-07-09T19:29:49.336Z,2026-07-09T19:46:30.205Z,included:exact-project-cwd,analysis-ggcp10-baseline-suite;analysis-v2;analysis-v3;analysis-v3-modules;analysis-v3bpath;analysis-v3decomp;analysis-v3med-model8;analysis-v3prhd;analysis-v3prhdsm;analysis-v3proxy;analysis-v3sub;area-ggcp10-aggregated;area-ggcp10-harvarea;area-ggcp10-point-sample;data-v1;data-v1-county-city;data-v1-locked-panel;data-v2;data-v2-main-post-spei-fix;data-v2-main-pre-spei-fix;data-v3-expanded;data-v3-main;design-2026-02;g185-draft-bootstrap-v1;g185-method-upgrade;g185-old-method-corrected;g185-region-irrigation-boundary;g185-response-surface-v3;ggcp10-mediation-ext;mechanism-v4smstate;mechanism-v5drymed;mechanism-v6gleambl;report-v1;report-v2;report-v3;report-v4;report-v5;report-v6.1;scale-b067-g195;scale-g049;scale-g057;scale-g185;scale-search-region-first,列示版本的项目任务或核验记录；仅保留脱敏关联，未将晚于该对话日期的版本节点回填为历史证据。,two-source-supported,false
019f485c-3afe-70f2-9d52-12c88ce87eaa,019f485b-9517-76d1-a1c7-61588e44cfe5,subagent,2026-07-09T19:30:31.807Z,2026-07-09T19:41:00.322Z,included:exact-project-cwd,analysis-v3bpath;analysis-v3med-model8;analysis-v3prhd;analysis-v3prhdsm;area-ggcp10-aggregated;area-ggcp10-harvarea;g185-old-method-corrected;mechanism-v6gleambl;scale-g185,G185 旧方法区域 IE/DE/TE 组件的更正、重绘或证据核验。,two-source-supported,false
019f485c-582e-7101-9bdc-5a999b8ed87e,019f485b-9517-76d1-a1c7-61588e44cfe5,subagent,2026-07-09T19:30:39.279Z,2026-07-09T19:39:11.047Z,included:exact-project-cwd,analysis-ggcp10-baseline-suite;analysis-v2;analysis-v3bpath;analysis-v3decomp;analysis-v3prhd;analysis-v3prhdsm;analysis-v3proxy;analysis-v3sub;area-ggcp10-aggregated;area-ggcp10-harvarea;data-v1;data-v3-main;g185-draft-bootstrap-v1;g185-method-upgrade;g185-old-method-corrected;g185-response-surface-v3;ggcp10-mediation-ext;mechanism-v4smstate;mechanism-v5drymed;mechanism-v6gleambl;report-v2;report-v3;report-v4;report-v5;report-v6.1;scale-b067-g195;scale-g049;scale-g057;scale-g185;scale-search-region-first,G185 旧方法区域 IE/DE/TE 组件的更正、重绘或证据核验。,two-source-supported,false
019f485c-6db6-7d03-baeb-1aa913758407,019f485b-9517-76d1-a1c7-61588e44cfe5,subagent,2026-07-09T19:30:44.791Z,2026-07-09T19:42:38.197Z,included:exact-project-cwd,analysis-ggcp10-baseline-suite;analysis-v3decomp;analysis-v3med-model8;analysis-v3prhd;analysis-v3prhdsm;area-ggcp10-aggregated;area-ggcp10-harvarea;data-v1;data-v2;data-v3-main;g185-method-upgrade;g185-old-method-corrected;g185-response-surface-v3;ggcp10-mediation-ext;scale-g185,G185 旧方法区域 IE/DE/TE 组件的更正、重绘或证据核验。,two-source-supported,false
